id,zona,nombre,direccion,lat,lon,tipo,riesgo,mensaje,audio_hint,vibro_patron,radio_m,orden,hospitals
50d95d8d,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 4,Cra 24/Calle 23,7.073872,-73.1097362,U2-CRUCE PEATONAL A NIVEL,medio,"Estás llegando a la entrada de la Clínica Ardila Lule. Mantén una marcha cuidadosa.","Entrada cercana. Avanza con calma.",corto,8,4.0,
49c1ff61,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 4,Cra 24/Calle 23,7.073872,-73.1097362,U2-CRUCE PEATONAL A NIVEL,medio,"Te aproximas a la entrada del parque sobre la carrera 24. Camina con precaución.","Entrada a parque. Atención.",corto,8,4.0,
31a32f51,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 5,Cruce esquina clínica Foscal,7.126052899999999,-73.1207295,U2-CRUCE PEATONAL A NIVEL,medio,"Llegas a la esquina de la Clínica Foscal. Mantén precaución al cruzar.","Esquina Foscal. Cuidado.",corto,8,5.0,
73225c68,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 6,Cra 23/Transversal 154,7.0740509,-73.1105426,U2-CRUCE PEATONAL A NIVEL,medio,"Zona con obra frente a la Foscal. Avanza con cuidado debido a posibles obstáculos.","Obras adelante. Precaución.",corto,8,6.0,
f5d57953,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 7,Tv 154/Cra 23,7.0740509,-73.1105426,U2-CRUCE PEATONAL A NIVEL,medio,"Estás próximo a la esquina de la Clínica Ardila Lule. Mantén precaución al caminar.","Esquina próxima. Atención.",corto,8,7.0,
09b33abf,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 7,Transversal 154/Cra 24,7.0728263,-73.1126099,U2-CRUCE PEATONAL A NIVEL,medio,"Te aproximas a la esquina de la Clínica Ardila Lule. Procura avanzar con cuidado.","Esquina adelante. Cuidado.",corto,8,7.0,
e0b35e0f,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 7,Travs 154 # 150,7.0728263,-73.1126099,U2-CRUCE PEATONAL A NIVEL,medio,"Zona de droguerías de la Clínica Ardila Lule y acceso al parqueadero. Mantén atención al entorno.","Zona concurrida. Precaución.",corto,8,7.0,
e7493776,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 7,transveral 154#150,7.074932599999999,-73.1097166,U2-CRUCE PEATONAL A NIVEL,medio,"Estás cerca de la entrada de la planta eléctrica. Camina con precaución.","Entrada técnica. Atención.",corto,8,7.0,
3453f15f,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 7,Tranversal 154#150,7.074932599999999,-73.1097166,U2-CRUCE PEATONAL A NIVEL,medio,"Llegas a la esquina entre la Clínica Ardila Lule y la planta eléctrica. Mantén precaución.","Esquina técnica. Sigue atento.",corto,8,7.0,
7c9d91b6,U3-PASO ELEVADO,Punto U3-PASO ELEVADO 1,Calle 31/Cra 26,7.1247491,-73.1197103,U3-PASO ELEVADO,medio,"Te aproximas a las rampas de inicio del puente de la estación de Metrolínea. Avanza con cuidado.","Rampa adelante. Precaución.",corto,8,1.0,
84fa08ba,U3-PASO ELEVADO,Punto U3-PASO ELEVADO 1,Calle 31/Calle 27,7.1255466,-73.1182228,U3-PASO ELEVADO,medio,"Llegas al final del puente de la estación de Metrolínea. Mantén precaución en el descenso.","Final de puente. Avanza con calma.",corto,8,1.0,
dbb4b8c4,U3-PASO ELEVADO,Punto U3-PASO ELEVADO 3,Calle 23/Cra 24,7.073872,-73.1097362,U3-PASO ELEVADO,medio,"Estás en la rampa que conecta el Centro Comercial Metro con la Clínica Ardila Lule. Avanza con cuidado.","Rampa de conexión. Precaución.",corto,8,3.0,
25808240,U3-PASO ELEVADO,Punto U3-PASO ELEVADO 4,Cra 24/Calle 23,7.073872,-73.1097362,U3-PASO ELEVADO,medio,"Te aproximas a las escaleras y rampas de ingreso a la Clínica Ardila Lule. Avanza con precaución.","Escaleras y rampas. Atención.",corto,8,4.0,
97994e8d,U3-PASO ELEVADO,Punto U3-PASO ELEVADO 7,Transversal 154/Cra 23,7.0740509,-73.1105426,U3-PASO ELEVADO,medio,"Te aproximas a una rampa de acceso de la Clínica Ardila Lule. Mantén precaución al caminar.","Rampa cercana. Camina con cuidado.",corto,8,7.0,
d9b6e582,U4-ITINERARIO VERTICAL,Punto U4-ITINERARIO VERTICAL 1,Calle 31/Cra 27,7.1255466,-73.1182228,U4-ITINERARIO VERTICAL,medio,"Estás llegando al final del puente de la estación de Metrolínea. Desciende con precaución.","Final del puente. Atención al descenso.",corto,8,1.0,
a4cf1913,U4-ITINERARIO VERTICAL,Punto U4-ITINERARIO VERTICAL 1,calle 31/cra 26,7.1247491,-73.1197103,U4-ITINERARIO VERTICAL,medio,"Te aproximas al inicio del puente de la estación de Metrolínea. Mantén precaución al subir.","Inicio del puente. Avanza con cuidado.",corto,8,1.0,
e7a9535d,U4-ITINERARIO VERTICAL,Punto U4-ITINERARIO VERTICAL 4,Cra 24/Calle 23,7.073872,-73.1097362,U4-ITINERARIO VERTICAL,medio,"Te aproximas a escaleras y rampas de acceso a la Clínica Ardila Lule. Camina con precaución.","Escaleras y rampas adelante. Atención.",corto,8,4.0,
0b3e1ec1,U4-ITINERARIO VERTICAL,Punto U4-ITINERARIO VERTICAL 7,Transversal 154/Cra 23,7.0740509,-73.1105426,U4-ITINERARIO VERTICAL,medio,"Hay una rampa de acceso de la Clínica Ardila Lule en esta zona. Mantén atención al caminar.","Rampa próxima. Avanza con cuidado.",corto,8,7.0,
c68a9a8f,U6-MOBILIARIO URBANO,Punto U6-MOBILIARIO URBANO 3,calle 23/cra 24,7.073872,-73.1097362,U6-MOBILIARIO URBANO,medio,"Te encuentras en la acera que conecta el parqueadero del Centro Comercial Metro con la entrada de la Clínica Ardila Lule. Camina con precaución.","Acera de conexión. Mantén atención.",corto,8,3.0,
1e3ecb72,U6-MOBILIARIO URBANO,Punto U6-MOBILIARIO URBANO 5,Calle 155A/Cra 23,7.127253,-73.1224623,U6-MOBILIARIO URBANO,medio,"Te aproximas a la esquina principal de la FCV. Avanza con precaución.","Esquina de la FCV. Atención.",corto,8,5.0,
b066ba34,U6-MOBILIARIO URBANO,Punto U6-MOBILIARIO URBANO 7,Transversal 154/ Cra 24,7.0728263,-73.1126099,U6-MOBILIARIO URBANO,medio,"Te acercas a la esquina de la Clínica Ardila Lule. Avanza con cuidado.","Esquina de la Clínica Ardila Lule. Precaución.",corto,8,7.0,
bc5bf822,U6-MOBILIARIO URBANO,Punto U6-MOBILIARIO URBANO 7,Transversal 154 #150,7.074932599999999,-73.1097166,U6-MOBILIARIO URBANO,medio,"Estás cerca de la zona de droguerías de la Clínica Ardila Lule. Mantén precaución.","Zona de droguerías. Atención al entorno.",corto,8,7.0,
cd5ec8e7,U6-MOBILIARIO URBANO,Punto U6-MOBILIARIO URBANO 8,Cra 23/Transversal 154,7.0740509,-73.1105426,U6-MOBILIARIO URBANO,medio,"Te aproximas a la curva del Centro Comercial Metro sobre la carrera 23 en dirección a la transversal 154. Avanza con cuidado.","Curva adelante. Precaución.",corto,8,8.0,
79a65a3f,U6-MOBILIARIO URBANO,Punto U6-MOBILIARIO URBANO 9,Calle 31/Cra 26,7.1247491,-73.1197103,U6-MOBILIARIO URBANO,medio,"Te encuentras en un tramo próximo a la entrada del Centro Comercial Metro. Camina con precaución.","Entrada al Centro Comercial Metro. Mantén atención.",corto,8,9.0,
938c96d9,U8-OBRA ESPACIO PUBLICO,Punto U8-OBRA ESPACIO PUBLICO 4,cra 24/cra23,7.1291679,-73.12206619999999,U8-OBRA ESPACIO PUBLICO,medio,"Hay una obra en fachada frente a la Clínica Ardila Lule. Avanza con cuidado.","Zona en obra. Precaución.",corto,8,4.0,
056cb3b1,U8-OBRA ESPACIO PUBLICO,Punto U8-OBRA ESPACIO PUBLICO 6,Cra 23/Calle 31,7.123953299999999,-73.1214767,U8-OBRA ESPACIO PUBLICO,medio,"Zona de construcción frente a la Clínica Foscal. Mantén precaución.","Obras frente a la Clínica Foscal. Atención.",corto,8,6.0,
ffcd805f,FOSCA/FCV,Cruce esquina cc metro (común al tramo 9),Calle 31 con Avenida Florida,7.07475,-73.108528,CRUCE,medio,"Precaución: hay un vado con pendiente pronunciada superior al 12%.","Pendiente pronunciada adelante. Avanza con cuidado.",corto,8,1.0,
a04e5d7d,FOSCA/FCV,Andén de cc metro en autopista,Carrera 26/Calle 23,7.074361,-73.108528,VIA CIRCULACION,medio,"Acera con ancho adecuado y señal podotáctil. Mantén atención al caminar.","Acera con señal podotáctil. Atención al suelo.",corto,8,2.0,"
429fbb90,FOSCA/FCV,Rampa acceso por calle 23A (Molinos) a Puente Peatonal CAÑAVERAL (EL BOSQUE),Calle 23A / Cra 27,7.074826,-73.107796,RAMPA,medio,"Precaución: algunas partes de esta rampa tienen pendiente mayor al 12%. Mantén atención al descender o subir.","Pendiente pronunciada. Avanza con precaución.",,8,3.0,
508a97e3,FOSCA/FCV,Cruce peatonal del puente sobre Autopista / CC METRO,Avenida Floridablanca entre 21 y 23,7.074708,-73.108123,PASO ELEVADO,bajo,"Este cruce cuenta con un ancho adecuado para un tránsito seguro. Continúa con atención.","Cruce ancho y transitable.",,8,4.0,
ca727ab6,FOSCA/FCV,Rampa acceso por estacion del Metrolinea a Puente Peatonal CAÑAVERAL (EL BOSQUE) Carril Sur_Norte,Avenida Floridablanca,7.07484,-73.108131,RAMPA,medio,"Precaución: esta rampa presenta pendientes elevadas en algunos puntos. Avanza con cuidado.","Rampa con pendiente. Atención.",,8,5.0,
dea54980,FOSCA/FCV,Rampa acceso por estacion del Metrolinea a Puente Peatonal CAÑAVERAL (EL BOSQUE) Carril Norte-Sur,Avenida Floridablanca,7.074814,-73.108296,RAMPA,medio,"Ten precaución: esta rampa posee tramos con pendiente superior al 12%. Avanza despacio.","Pendiente elevada. Procede con cuidado.",,8,6.0,
c8510352,FOSCA/FCV,Rampa acceso por c.c. METRO a Puente Peatonal CAÑAVERAL (EL BOSQUE),Avenidad Floridablanca / cc METRO,7.074429,-73.108463,RAMPA,medio,"Atención: esta rampa tiene sectores con pendiente pronunciada. Avanza con precaución.","Rampa inclinada. Avanza con atención.",,8,7.0,
1b709a23,FOSCA/FCV,Cruce esquina de cc metro hacia ardila lule (común al tramo 2),Calle 23 con Avenida Floridablanca,7.074056,-73.108389,CRUCE,medio,"El cruce tiene un ancho y pendiente seguros, pero hay un bolardo en el centro del vado. Mantén precaución.","Bolardo en el centro. Atención.",,8,8.0,"
876b0749,FOSCA/FCV,Cruce sobre calle 23 que conecta ccMetro con cra 25,Cra 23/ esquina calle 25,7.073941,-73.108689,CRUCE,alto,"Precaución: en este punto no hay vado para cruzar la carrera 23. Avanza con cuidado.","No hay vado. Cruce con precaución.",,8,9.0,"
70f17bfc,FOSCA/FCV,Tramo de andén desde esq CC METRO sobre la autopista hasta cruce peatonal hacia CM ARDILA LULE,Calle 23 entre Avenida Floridablanca y cruce peatonal hacia CM ARDILA LULE,7.074022,-73.108785,VIA CIRCULACION,bajo,"El andén cuenta con un ancho adecuado para transitar con seguridad. Mantén atención al caminar.","Andén amplio y seguro.",,8,10.0,
ecf86e9a,FOSCA/FCV,Cruce entrada Vehicular CC METRO,Entrada Vehicular sobre Calle 26,7.074029,-73.108979,CRUCE,alto,"Precaución: hay bolardos que pueden dificultar el paso. Avanza con cuidado.","Bolardos adelante. Atención.",,8,11.0,"
7e16650d,FOSCA/FCV,Cruce sobre Cra 26 salida parqueadero del CC metro,Cra 26 salida parqueadero CC METRO,7.074,-73.109083,CRUCE,alto,"Hay vendedores ambulantes sobre el cruce. Avanza con precaución.","Personas en el cruce. Atención.",,8,12.0,
41dd1158,FOSCA/FCV,Cruce sobre Cra 26 hasta separador con cra 23,Cra 26/ entre calles 24 y 25,7.073949,-73.109075,CRUCE,alto,"El cruce tiene presencia de vendedores ambulantes. Avanza con cuidado.","Zona con personas. Atención.",,8,13.0,
22f2581d,FOSCA/FCV,Rampa inicio cruce peatonal del CC METRO hacia CM ARDILA LULE,Cra 23/ entre calles 24 y 25,7.073938,-73.109074,RAMPA,medio,"Te aproximas a la rampa que inicia el cruce peatonal desde el Centro Comercial Metro hacia la Clínica Ardila Lule. Avanza con precaución.","Rampa de cruce hacia la clínica. Precaución.",,8,14.0,
805dee7f,FOSCA/FCV,Cruce sobre cra 23 entre calles 24 y 25,Cra 23/ entre calles 24 y 25,7.073939,-73.109197,CRUCE,alto,"Te acercas al cruce sobre la carrera 23 entre las calles 24 y 25. Ten cuidado, suele haber vendedores ambulantes que reducen el espacio.","Cruce con obstáculos. Avanza con atención.",,8,15.0,
c4b0891f,FOSCA/FCV,Cruce sobre Cra 23 anden conj el bosque,Cra 23/ entre calles 24 y 25,7.073889,-73.109194,CRUCE,alto,"Cruce no demarcado. La vegetación invade el área peatonal. Avanza con precaución.","Cruce sin demarcar. Atención.",,8,16.0,"
c28adf5f,FOSCA/FCV,Anden desde cruce CC METRO hasta entrada CM ARDILA LULE,Cra 23/ entre calles 24 y 25,7.073961,-73.109358,VIA CIRCULACION,bajo,"El andén está parcialmente invadido por vegetación. Avanza con precaución.","Vegetación en el andén. Atención.",,8,17.0,
90e7e28b,FOSCA/FCV,Cruce sobre calle 23 esqu cra 34 entrada CM ARDILA LULE,Calle 23/Cra 24,7.073969,-73.109643,CRUCE,medio,"Te aproximas al cruce entre la calle 23 y la carrera 24, cerca a la entrada de la Clínica Ardila Lule. Avanza con precaución.","Cruce hacia la clínica. Procede con cuidado.",,8,18.0,
6672a56f,FOSCA/FCV,Cruce Acceso Vehicular junto entrada CM ARDILA LULE,Cra 23 esq Calle 24,7.074,-73.109667,CRUCE,medio,"Estás llegando al acceso vehicular junto a la entrada de la Clínica Ardila Lule. Comparte el mismo vado del cruce anterior, así que mantén atención.","Acceso vehicular. Precaución.",8,19.0,
724f3451,FOSCA/FCV,Anden desde cruce CC METRO hasta esq Cra 24 Esquina cra 25 a Cra 24 por la calle 23,calle 23/cra 24,7.07386,-73.109353,VIA CIRCULACION,alto,"El pavimento está en mal estado y presenta vegetación invadiendo el andén. Avanza con cuidado.","Pavimento deteriorado. Precaución.",,8,20.0,"
6aac264f,FOSCA/FCV,Cruce sobre calle 23 esqu cra 34 entrada CM ARDILA LULE anden conj EL BOSQUE,Calle 23/Cra 24,7.073889,-73.109667,CRUCE,alto,"Cruce no demarcado. La vegetación invade el área peatonal. Avanza con precaución.","Cruce sin demarcar. Atención.",,8,21.0,"
3d14619f,FOSCA/FCV,Cruce sobre calle 24 esq Cra 23 entrada CM ARDILA LULE,Cra 24/Calle 23,7.073893,-73.109761,CRUCE,medio,"Tramo accesible para transitar","Buen tramo",,8,22.0,
4e89a07d,FOSCA/FCV,Cruce sobre calle 24 esq Cra 23 conj EL BOSQUE,Cra 24/Calle 23,7.073889,-73.109694,CRUCE,alto,"El andén está parcialmente invadido por vegetación. Avanza con precaución.","Vegetación en el andén. Atención.",,8,23.0,
49cf9796,FOSCA/FCV,Anden desde entrada de Ardila Lule hasta esquina óptica,cra 24/calle 23,7.073757,-73.109773,VIA CIRCULACION,medio,"Este tramo cumple con la mayoría de criterios, pero cerca de la entrada de la óptica hay irregularidades. Avanza con precaución.","Irregularidad cerca de la óptica. Atención.",,8,24.0,
05cb79c2,FOSCA/FCV,Escalera y rampa de acceso a CLINICA FOSCAL,Cra 24/entre Calle 23 y 25,7.073667,-73.110111,ESCALERA/ RAMPA,medio,"Estás ingresando a un corredor interior entre edificios. Mantén precaución al avanzar.","Corredor interior. Atención.",,8,25.0,
6bff118a,FOSCA/FCV,Andén desde esquina optica hasta esquina clinica foscal,cra 24/calle 23,7.073222,-73.109806,VIA CIRCULACION,alto,"Hay vendedores ambulantes en este sector del andén. Avanza con precaución.","Personas en el andén. Atención.",,8,26.0,
68ded288,FOSCA/FCV,Anden paralelo a conjunto EL BOSQUE desde entrada CM ARDILA LULE hasta acceso vehícular FCV,Cra 24/Calle 23,7.073603,-73.109715,VIA CIRCULACION,medio,"Estás sobre el andén paralelo al conjunto El Bosque, entre la entrada de la Clínica Ardila Lule y el acceso vehicular de la FCV. Mantente atento al espacio disponible.","Andén angosto. Precaución.",,8,27.0,
d72267bd,FOSCA/FCV,Cruce esq sobre Cra 24,Cra 24/Calle 27(calle155),7.073056,-73.109806,CRUCE,alto,"Te aproximas al cruce en la esquina de la carrera 24 con la calle 27. Avanza con cuidado.","Cruce próximo. Atención.",,8,28.0,
a20eb3d2,FOSCA/FCV,Cruce esq sobre Cra 24 junto entrada parque,Cra 24/Calle 27(calle155),7.073026,-73.109777,CRUCE,alto,"Estás llegando al cruce junto a la entrada del parque sobre la carrera 24. Mantén precaución al avanzar.","Entrada de parque. Ten cuidado.",,8,29.0,
5d8467e5,FOSCA/FCV,Cruce Cra 24 entrada parque (vado entrada parque),Cra 24/Calle 27(calle155),7.073015,-73.109782,CRUCE,alto,"Te acercas al cruce en la entrada del parque, donde hay un vado vehicular. Avanza con cuidado.","Vado vehicular. Atención.",,8,30.0,
0bde36eb,FOSCA/FCV,Cruce en anden esquina de entrada a parque por la calle 27 (final de cebra FCV),Cra 24/Calle 27(calle155),7.072981,-73.109832,CRUCE,alto,"Estás llegando al cruce en la esquina del parque por la calle 27. Es el final de la cebra proveniente de la FCV, con acceso vehicular cerca. Mantén precaución.","Cruce con vehículos. Avanza con atención.",,8,31.0,
95a4152d,FOSCA/FCV,Cruce esquina Opuesta a FCV,Calle 27(calle155)/Cra 24,7.07302,-73.10986,CRUCE,alto,"Te aproximas al cruce localizado en la esquina opuesta a la FCV sobre la calle 27. Procede con cuidado.","Cruce cercano. Precaución.",,8,32.0,
ccf6c37f,FOSCA/FCV,Anden FCV entrada 3,Calle 27/Cra24 a Cra 23,7.072946,-73.110108,VIA CIRCULACION,medio,"Estás sobre el andén entre la entrada 3 de la FCV y la carrera 23. Mantén tu trayectoria con precaución.","Andén frente a FCV. Atención.",,8,33.0,
5f513687,FOSCA/FCV,Escalera/Rampa acceso a edificio FCV,Calle 25(155)/Cra 24,7.072944,-73.110001,ESCALERA/ RAMPA,alto,"Te aproximas a una zona de escalera y rampa de acceso al edificio de la FCV. Avanza con atención.","Rampa y escalera. Precaución.",,8,34.0,
f0c45bbb,FOSCA/FCV,Escalera/Rampa entrada 3 Urgencias FCV,Calle 25(155) No. 23-58,7.072975,-73.109942,ESCALERA/ RAMPA,alto,"Te estás acercando a la escalera y rampa de la entrada 3 de Urgencias de la FCV. Procede con cuidado.","Acceso de urgencias. Atención.",,8,35.0,
bf38ce5b,FOSCA/FCV,Cruce Entrada 3 FCV,Calle 27(calle155)No. 23-58,7.072944,-73.110028,CRUCE,alto,"Te aproximas al cruce frente a la entrada 3 de la FCV. Mantén cuidado por el tránsito peatonal y vehicular.","Cruce frente a FCV. Precaución.",,8,36.0,
5c81f8e0,FOSCA/FCV,Cruce entrada 3 FCV (rampa desfasada de la cebra),Calle 27(calle155)No. 23-58,7.072944,-73.110083,CRUCE,medio,"Llegas a un cruce donde la rampa está desfasada respecto a la cebra frente a la FCV. Avanza con precaución.","Rampa desfasada. Atención.",,8,37.0,
dfaa65b4,FOSCA/FCV,Cruce Entrada NUEVA EPS frente a FCV,Calle 27(calle155)No. 23-60,7.073028,-73.110028,CRUCE,alto,"Estás cerca del cruce frente a la entrada nueva de la EPS frente a la FCV. Mantén atención.","Entrada EPS. Precaución.",,8,38.0,
05118e41,FOSCA/FCV,Anden desde FCV hasta esq cra 23,Calle 27/Cra24 a Cra 23,7.072944,-73.110389,VIA CIRCULACION,alto,"Estás sobre el andén que va desde la FCV hacia la esquina con la carrera 23. Avanza con cuidado.","Andén en descenso. Atención.",,8,39.0,
4113bcf5,FOSCA/FCV,Anden desde esquina FOSCAL en cra 24 hasta esquina CLIN FOSCAL en cra 23,Calle 27/Cra24 a Cra 23,7.073028,-73.110222,VIA CIRCULACION,medio,"Transitas por el andén entre la esquina de la Foscal en la carrera 24 y la esquina de la Clínica Foscal en la carrera 23. Mantén precaución.","Andén frente a Foscal. Avanza atento.",,8,40.0,
be381a08,FOSCA/FCV,Cruce esquina CLIN FOSCAL por calle 27,Calle 27(calle155)/ Cra 23 Cruce esquina clínica Foscal,7.073038,-73.110508,CRUCE,alto,"Te aproximas al cruce en la esquina de la Clínica Foscal sobre la calle 27. Avanza con precaución.","Esquina de Foscal. Atención.",,8,41.0,
96e73392,FOSCA/FCV,Cruce esquina opuesta a CLIN FOSCAL por calle 27,Calle 27(calle155)/ Cra 23 Cruce esquina clínica Foscal,7.072972,-73.1105,CRUCE,alto,"Estás llegando al cruce en la esquina opuesta a la Clínica Foscal por la calle 27. Procede con cuidado.","Cruce cercano. Mantén precaución.",,8,42.0,
314b6690,FOSCA/FCV,Cruce Esq CLIN FOSCAL frente a Construcción,Cra 23/Calle27(calle155),7.073062,-73.110498,CRUCE,alto,"Te aproximas al cruce frente a la construcción ubicada junto a la Clínica Foscal sobre la calle 27. Avanza con cuidado.","Obra cercana. Precaución.",,8,43.0,
8eefbfa1,FOSCA/FCV,Cruce Anden Construccion frente a CLIN FOSCAL,Cra 23/Calle27(calle155),7.073063,-73.110582,CRUCE,alto,"Estás sobre el cruce en el andén frente a la construcción contigua a la Clínica Foscal. Procede con atención.","Construcción adelante. Avanza atento.",,8,44.0,
d7cd7616,FOSCA/FCV,Anden cra 23 entre calle 27 y transversal 154 de Urgencias CLIN FOSCAL,Cra 23/Entre calle 27 y Transversal 154,7.073583,-73.1105,VIA CIRCULACION,medio,"Transitas por el andén de la carrera 23 entre la calle 27 y la transversal 154, cerca de Urgencias de la Clínica Foscal. Mantén precaución.","Andén estrecho. Atención al caminar.",,8,45.0,
d417e470,FOSCA/FCV,Acceso Vehicular junto Entrada urgencias CLIN FOSCAL,Cra 23 No. 154-6,7.073814,-73.110467,CRUCE,alto,"Te acercas al acceso vehicular junto a la entrada de Urgencias de la Clínica Foscal. Avanza con cuidado.","Acceso vehicular. Precaución.",,8,46.0,
7709be67,FOSCA/FCV,Anden cra 23 entre calle 27 y transversal 154 Construcción en frente clínica Foscal,Cra 23/Entre calle 27 y Transversal 154,7.073528,-73.110556,VIA CIRCULACION,medio,"Estás sobre el andén frente a la construcción ubicada frente a la Clínica Foscal. Mantén precaución al avanzar.","Zona en obra. Atención.",,8,47.0,
4c1dc179,FOSCA/FCV,Cruce Esquina Urgencias FOSCAL,Cra 23/Transversal 154,7.073929,-73.110481,CRUCE,medio,"Te aproximas al cruce en la esquina de Urgencias de la Clínica Foscal. Avanza con cuidado.","Urgencias Foscal. Precaución al cruce.",,8,48.0,
3618b41e,FOSCA/FCV,Cruce esquina opuesta Urgencias FOSCAL,Cra 23/Transversal 154,7.073879,-73.110543,CRUCE,alto,"Llegas al cruce en la esquina opuesta a la entrada de Urgencias de la Clínica Foscal. Procede con atención.","Cruce frente a urgencias. Atención.",,8,49.0,
c154e0cd,FOSCA/FCV,Cruce sobre Trans 154 esquina CLIN FOSCAL,Transversal 154/Cra 23,7.073985,-73.110436,CRUCE,medio,"Te aproximas al cruce sobre la transversal 154 en la esquina de la Clínica Foscal. Avanza con cuidado.","Cruce en transversal. Precaución.",,8,50.0,
